timestamp,ip_address,endpoint,status_code,response_time_ms,user_agent
2023-09-06T07:53:23,228.45.125.241,/api/orders,200,25.60691482546885,User-Agent-60
2023-02-13T05:40:50,162.39.159.27,/api/users,404,43.740694913441914,User-Agent-77
2023-01-10T17:07:01,232.175.5.240,/api/products,200,119.44094551318567,User-Agent-94
2023-10-15T23:45:05,117.240.169.215,/login,200,41.30633368469856,User-Agent-100
2023-04-17T19:27:32,91.150.148.85,/health,200,155.6317152601651,User-Agent-75
2023-04-06T02:33:27,10.155.133.31,/api/users,200,96.4439854584832,User-Agent-53
2023-03-28T16:28:29,162.242.86.26,/health,200,104.27973519722627,User-Agent-36
2023-02-24T04:35:15,169.149.13.146,/logout,201,86.0813516196053,User-Agent-44
2023-10-14T00:24:33,125.42.64.39,/api/users,200,138.64239192718617,User-Agent-9
2023-02-09T19:19:27,218.142.129.67,/logout,200,139.15799438885054,User-Agent-13
2023-09-20T19:17:46,158.143.140.131,/health,200,116.75271759560857,User-Agent-48
2023-10-15T15:31:25,4.57.89.77,/checkout,404,128.2394552953824,User-Agent-75
2023-12-13T11:42:58,169.228.189.89,/checkout,201,89.39551650397871,User-Agent-83
2023-07-31T19:11:04,67.120.248.92,/api/users,200,127.11015034545242,User-Agent-1
2023-02-03T18:19:43,205.16.175.43,/login,200,83.10611122630966,User-Agent-41
2023-08-18T07:47:20,248.74.78.253,/health,200,100.1115811081201,User-Agent-79
2023-06-13T20:35:47,193.211.196.121,/health,200,86.26781253168512,User-Agent-18
2023-01-13T08:14:09,170.225.85.107,/login,200,77.13907303404021,User-Agent-43
2023-01-12T13:43:48,148.176.27.135,/login,200,65.54441011391049,User-Agent-53
2023-02-06T09:18:10,194.59.26.85,/login,200,123.38450519294427,User-Agent-65
2023-03-26T21:51:13,119.204.243.154,/checkout,200,165.53029564067316,User-Agent-59
2023-04-01T08:33:24,122.119.194.199,/logout,200,158.55509858347796,User-Agent-1
2023-07-16T06:15:09,122.134.74.222,/logout,200,37.17173320272823,User-Agent-40
2023-08-22T19:13:16,4.147.229.195,/logout,200,164.46015257034367,User-Agent-22
2023-01-11T07:19:59,174.161.21.49,/api/orders,200,84.09207491910355,
2023-08-06T23:10:59,235.181.221.139,/checkout,200,130.03665075727957,User-Agent-34
2023-03-19T05:18:04,86.138.136.50,/checkout,200,54.68923339763945,User-Agent-49
2023-10-06T01:47:11,66.200.236.123,/api/users,200,107.09899569370026,User-Agent-79
2023-09-10T09:21:43,188.99.172.92,/health,200,115.68615914484536,User-Agent-64
2023-09-30T08:49:21,81.5.4.34,/logout,200,25.76976040401736,User-Agent-80
2023-07-31T15:13:21,4.210.50.53,/checkout,200,130.41335831720946,User-Agent-46
2023-06-12T22:12:29,176.228.179.112,/checkout,200,167.29675039191577,
2023-03-27T14:39:19,186.145.128.98,/api/orders,200,91.2676027159186,
2023-06-24T10:55:54,9.12.47.29,/logout,404,168.00840654140063,
2023-08-17T20:21:15,241.111.62.61,/api/orders,404,90.51532532737963,User-Agent-7
2023-04-19T00:55:31,23.66.192.94,/api/products,201,142.47922655233086,User-Agent-100
2023-11-11T08:26:19,230.56.94.129,/logout,200,10.0,User-Agent-39
2023-12-04T14:27:58,76.239.38.232,/api/orders,200,220.9388889656732,User-Agent-89
2023-01-03T12:34:22,237.141.218.165,/login,200,174.77291226214786,User-Agent-51
2023-10-22T16:35:50,66.82.37.141,/health,200,85.76872478731606,User-Agent-53
2023-11-09T22:46:47,199.31.195.198,/api/users,200,10.0,User-Agent-1
2023-03-04T00:07:57,86.30.132.135,/health,200,114.40141841527446,User-Agent-89
2023-09-29T03:07:50,46.225.35.251,/api/users,200,27.803722646312153,User-Agent-81
2023-06-14T03:03:06,251.102.201.91,/logout,400,122.2426768778744,User-Agent-50
2023-05-13T03:21:52,166.251.55.73,/api/products,200,120.5782859582141,User-Agent-29
2023-04-18T21:56:55,139.220.111.54,/checkout,200,52.92984154989876,User-Agent-65
2023-03-02T09:10:26,234.226.132.52,/api/orders,200,156.0483511807189,
2023-03-25T14:52:10,9.37.36.128,/health,200,140.27873514030867,User-Agent-24
2023-10-24T12:16:51,199.228.9.254,/checkout,200,148.79116686442816,User-Agent-65
2023-05-11T17:17:18,39.0.19.199,/checkout,200,100.44288518344477,User-Agent-48
2023-02-09T16:40:07,69.77.168.200,/health,404,29.22379665431467,User-Agent-5
2023-02-06T00:27:14,148.1.251.244,/api/products,200,148.89361361055688,User-Agent-92
2023-05-28T13:10:44,112.206.35.115,/api/products,404,86.48143004321044,User-Agent-38
2023-02-07T13:27:43,1.196.246.62,/api/users,201,30.51099284036654,User-Agent-14
2023-05-20T09:55:49,146.183.170.155,/api/products,200,167.60196829871632,User-Agent-54
2023-11-26T03:13:12,103.28.46.187,/api/users,400,204.97037602512546,User-Agent-19
2023-05-14T13:53:58,137.174.41.235,/api/users,200,97.93759355103985,User-Agent-98
2023-08-23T11:08:04,195.148.103.90,/checkout,200,207.9560577301646,User-Agent-60
2023-04-13T17:30:47,142.20.196.97,/api/products,200,104.56573643056748,User-Agent-43
2023-11-10T10:58:50,77.199.54.183,/api/users,200,80.97720479168244,User-Agent-1
2023-01-17T20:59:14,125.43.224.97,/api/users,200,68.47707729072613,User-Agent-81
2023-10-11T09:35:35,36.18.98.12,/health,200,181.8541203996371,User-Agent-82
2023-06-28T10:09:00,185.122.250.199,/logout,201,60.99280593061141,User-Agent-21
2023-07-28T06:00:29,17.157.255.230,/checkout,200,136.76346549874938,User-Agent-4
2023-02-18T11:27:50,248.8.18.173,/login,200,72.04180824703958,User-Agent-82
2023-12-25T04:24:57,15.172.21.207,/checkout,200,76.98466187128184,User-Agent-79
2023-05-28T00:11:46,31.108.234.76,/health,200,151.51248469847835,User-Agent-21
2023-01-31T14:28:15,190.119.36.18,/api/products,201,80.99815768553232,User-Agent-24
2023-08-03T09:23:29,189.72.250.9,/login,200,79.76023102898534,User-Agent-43
2023-04-24T20:37:10,121.23.124.66,/login,500,156.64023485874037,User-Agent-23
2023-11-19T02:36:42,4.88.25.157,/login,200,179.86986466108115,User-Agent-15
2023-09-02T03:20:51,211.49.233.87,/api/users,200,132.23449016421165,User-Agent-24
2023-08-29T05:01:18,214.32.54.58,/api/products,200,67.26151121880254,
2023-12-10T21:00:30,128.112.32.103,/logout,201,74.46957503512103,
2023-12-01T15:41:25,110.172.205.166,/api/users,200,103.99576318700187,User-Agent-29
2023-05-21T10:40:57,31.70.164.109,/api/orders,200,116.04650309628288,User-Agent-72
2023-08-13T05:18:43,196.23.88.171,/api/orders,200,50.60670449301141,User-Agent-2
2023-03-16T16:15:34,17.61.140.72,/health,200,136.1518969789932,User-Agent-23
2023-10-01T15:05:07,194.212.86.189,/api/users,200,104.27566648197995,
2023-01-28T00:18:03,142.84.224.124,/logout,200,14.21458406809353,User-Agent-87
2023-01-18T19:06:51,237.20.68.51,/login,201,53.55367587696348,User-Agent-93
2023-09-14T19:25:15,203.192.80.8,/api/products,200,74.79356631741682,User-Agent-37
2023-03-30T12:09:57,226.249.41.3,/api/users,200,96.35711555794725,User-Agent-34
2023-10-28T05:31:09,2.91.45.145,/logout,200,194.4639397751998,User-Agent-90
2023-04-23T09:17:28,107.243.64.105,/login,200,111.90856530698142,User-Agent-49
2023-01-31T23:42:54,37.138.230.210,/checkout,200,57.96140550506875,User-Agent-18
2023-11-29T04:08:20,62.89.19.92,/health,200,111.03154021535816,User-Agent-64
2023-04-01T09:46:05,184.255.45.154,/health,200,82.39561262730595,User-Agent-49
2023-12-03T12:12:47,90.214.2.120,/logout,201,116.23791197667708,User-Agent-32
2023-02-09T05:24:05,50.60.48.185,/api/users,200,129.02838435178074,User-Agent-42
2023-05-28T15:01:59,221.112.237.106,/api/users,200,160.4615323611969,User-Agent-93
2023-04-18T22:54:06,71.27.99.57,/logout,200,98.7856752164987,User-Agent-13
2023-06-26T02:05:25,204.76.242.254,/checkout,200,181.94802637999166,User-Agent-38
2023-09-04T21:00:30,46.81.22.27,/checkout,200,145.40113312680955,User-Agent-66
2023-11-20T22:28:21,166.186.145.107,/checkout,200,64.6280227593906,
2023-05-22T16:28:56,112.128.171.232,/api/orders,200,210.4927832874232,User-Agent-34
2023-03-05T04:02:45,12.53.26.90,/api/users,200,116.34972566350488,User-Agent-76
2023-05-24T18:20:12,41.14.248.59,/login,200,58.24377480138824,
2023-05-18T23:21:46,19.120.227.166,/health,200,182.6456525615211,User-Agent-81
2023-03-23T08:44:49,108.101.166.117,/logout,200,203.88887925992225,User-Agent-12
2023-09-18T06:29:07,200.56.166.116,/checkout,200,98.34873681402198,User-Agent-41
2023-04-14T16:24:49,26.121.211.102,/health,200,74.81748698122018,User-Agent-86
2023-09-30T13:26:21,97.112.37.241,/api/orders,200,91.3812521273169,User-Agent-13
2023-12-30T18:15:12,150.248.27.223,/checkout,200,135.736586375885,User-Agent-17
2023-09-23T11:07:33,38.110.232.91,/login,400,163.8928327515257,User-Agent-87
2023-09-09T16:07:39,100.191.69.234,/api/orders,200,128.52436654317867,User-Agent-77
2023-01-28T17:31:10,185.99.183.138,/api/users,200,105.0861604235885,User-Agent-43
2023-08-25T13:30:44,52.171.65.16,/checkout,200,174.9005885152214,User-Agent-36
2023-09-04T14:25:35,178.30.143.69,/logout,200,84.35817634742389,User-Agent-48
2023-03-08T11:07:40,29.238.234.214,/api/users,200,151.54596691834536,User-Agent-97
2023-07-27T10:32:40,44.175.112.151,/checkout,200,85.59686008243607,User-Agent-72
2023-10-11T03:57:15,155.80.87.117,/api/products,200,121.55114790054466,User-Agent-77
2023-04-06T01:48:11,23.210.250.110,/api/products,400,94.32187176047742,User-Agent-31
2023-03-05T11:01:17,152.242.236.142,/checkout,201,97.20739086735945,User-Agent-94
2023-06-29T12:34:38,4.219.126.126,/checkout,200,81.1306741268895,User-Agent-70
2023-05-28T08:46:51,84.222.113.76,/api/users,201,167.24270155903474,User-Agent-41
2023-04-15T20:05:45,234.2.213.22,/checkout,201,63.35369809457325,User-Agent-29
2023-12-26T09:16:15,11.240.17.217,/api/users,200,62.98838737256458,User-Agent-81
